District,Center,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,soiltemp01,soiltemp04,soiltemp10,soiltemp20,soilmoisture01,soilmoisture04,soilmoisture10,soilmoisturevol01,soilmoisturevol04,soilmoisturevol10,soilmoisturevol20,
Huye,Huye,25.6,13.8,20.2,25.6,13.8,20.2,14.5,71.9,1,100,33.33,rain,0,0,28.4,13,315,1014,55.2,,270.6,23.4,10,20.5,20.4,20.2,20.2,37.4,122.5,170.8,403,0.374,0.408,0.427,0.403
Nyamasheke,Impara,21.5,12.3,16.6,21.5,12.3,16.6,13.6,84.3,4.1,100,100,rain,0,0,31,9.4,324.5,1013.5,63.5,,254.4,21.8,9,21.3,21.1,21.2,21.2,34.7,101.6,119.4,270,0.347,0.339,0.299,0.27
Nyamasheke,BAS-Fonds de la Dorsale Granitique,29,17,22.6,28.8,17,22.6,17.1,74.2,0.2,100,4.17,rain,0,0,32.8,18.4,32.3,1018.6,44,9.5,274.3,23.7,9,16.4,16.4,16.3,16.3,45.7,140.5,191.2,487,0.457,0.468,0.478,0.487
Nyamasheke,BAS-Fonds de la Dorsale Granitique,30,16,23,30,16,23,15.3,65.3,0.3,100,8.33,rain,0,0,31.7,18.4,28.8,1017.5,57.4,9.8,268.6,23.2,9,16.3,16.3,16.3,16.3,45.8,139.4,189.1,487,0.458,0.465,0.473,0.487
Huye,Kibayi,23.5,15.5,18.8,23.5,15.5,18.8,15.3,81.2,2.1,100,87.5,rain,0,0,19.8,13,28.7,1014.5,83.6,,206.2,17.8,7,20.3,20.3,20.2,20.2,38.9,124.5,171.8,403,0.389,0.415,0.43,0.403
Huye,Butare,26.5,16.7,21.8,26.5,16.7,21.8,13.1,60.9,0,0,0,,0,0,29.5,10.8,292.1,1013,85.3,,228,19.4,8,21.3,20.8,20.3,20.3,35.2,117.3,167.6,403,0.352,0.391,0.419,0.403
Huye,Butare,26.1,16.7,21.1,26.1,16.7,21.1,13.2,62.3,0.1,100,4.17,rain,0,0,31.7,11.5,300.2,1012.8,89.3,,226.3,19.5,8,21.4,21,20.3,20.3,34.7,116.8,167.3,403,0.347,0.389,0.418,0.403
Nyamasheke,Impara,21.5,12.3,16.6,21.5,12.3,16.6,13.6,84.3,4.1,100,100,rain,0,0,31,9.4,324.5,1013.5,63.5,,254.4,21.8,9,21.3,21.1,21.2,21.2,34.7,101.6,119.4,270,0.347,0.339,0.299,0.27
NYAMASHEKE,BAS-Fonds de la Dorsale Granitique,31,17,23.5,30.1,17,23.3,14.3,59,0,0,0,,0,0,34.9,18.4,2.1,1019.2,47.8,9.8,287.5,24.8,10,16.4,16.4,16.3,16.3,46.6,141.4,187.9,486.5,0.466,0.471,0.47,0.487
NYAMASHEKE,BAS-Fonds de la Dorsale Granitique,28,17,22.9,28.6,17,23,15.5,64.4,0,0,0,,0,0,28.8,14.8,312.9,1019.5,44.5,9.8,285.1,24.5,10,16.2,16.3,16.4,16.4,46.1,141.1,190.1,486,0.461,0.47,0.475,0.486
Huye,Butare,27.3,16.8,21.7,27,16.8,21.7,12.7,59,0,0,0,,0,0,26.6,11.2,287.4,1012,99,,231,19.8,8,21.7,21.1,20.3,20.3,34.3,116.3,166.9,403,0.343,0.388,0.417,0.403
Huye,Kibayi,25.2,14.4,19.5,25.2,14.4,19.5,14.8,75.9,0.5,100,20.83,rain,0,0,26.3,10.8,44,1013.9,88.6,,277.5,24,9,20.6,20.3,20.2,20.2,38.6,124.1,171.6,403,0.386,0.414,0.429,0.403
Huye,Butare,26.1,17.6,21.2,26.1,17.6,21.2,12.3,58.7,0,0,0,,0,0,33.5,13.3,286.6,1013.8,96.4,,239.4,20.8,8,21.8,21.3,20.3,20.3,34,115.7,166.3,403,0.34,0.386,0.416,0.403
Huye,Butare,27.3,15.3,21.5,26.9,15.3,21.5,12.2,57.9,0.1,100,4.17,rain,0,0,25.9,9.4,291.6,1013,78.7,,243.3,20.9,9,21.9,21.3,20.3,20.3,33.9,115.7,166.6,403,0.339,0.386,0.416,0.403
NYAMASHEKE,BAS-Fonds de la Dorsale Granitique,29.1,15.6,23.3,28.8,15.6,23.2,15.1,62.9,0.3,100,4.17,rain,0,0,42.5,13,355.8,1018.5,60.3,9.6,116.4,10.1,4,16.3,16.3,16.4,16.4,46.5,140,187.5,486,0.465,0.467,0.469,0.486
GASABO,Plateau du Bumbogo Buliza,29,17,22.6,28.8,17,22.6,17.1,74.5,0.1,100,4.17,rain,0,0,31,18.4,32.4,1018.5,43.3,9.5,293.5,25.3,10,21.8,21.6,21.6,21.6,39.8,121.6,162,393,0.398,0.405,0.405,0.393
NYAMASHEKE,BAS-Fonds de la Dorsale Granitique,28,18,21.4,28.3,18,21.4,16.5,76,0,0,0,,0,0,27.7,13,193.1,1019.5,67.7,9.7,243.3,21,8,16.7,16.5,16.4,16.4,46.8,140.9,185.8,485,0.468,0.47,0.465,0.485
GASABO,Plateau du Bumbogo Buliza,30,16.1,23.1,30,16.1,23.1,15.4,65.4,0,0,0,,0,0,33.5,18.4,22.8,1016.8,55,9.8,284.2,24.5,10,21.8,21.5,21.6,21.6,39.5,120.6,161.5,393,0.395,0.402,0.404,0.393
NGOMA,Ngoma,28.1,17.2,22.4,30.8,17.2,22.5,14.3,63.4,0,0,0,,0,0,31,14.8,305.1,1013.1,86.9,6.7,234.2,20.2,8,21.5,21.1,20.5,20.5,35.6,119.5,170,435,0.356,0.398,0.425,0.435
NGOMA,Ngoma,29.1,16.5,21.6,31.4,16.5,21.8,14.8,66.3,0.1,100,4.17,rain,0,0,32,20.5,280.2,1012.8,88.4,7.6,234.5,20.3,8,21.5,21.2,20.5,20.5,35.1,118.6,169.6,435,0.351,0.395,0.424,0.435
NGOMA,Ngoma,28.1,17.5,22.1,30.2,17.5,22.2,14.8,65.4,0,0,0,,0,0,26.6,38.9,243.5,1012.3,95.4,6,227.5,19.7,7,21.8,21.3,20.6,20.6,34.7,117.9,169.2,435,0.347,0.393,0.423,0.435
NGOMA,Ngoma,25.9,17.3,21.5,25.9,17.3,21.5,14.6,66.6,0.2,100,8.33,rain,0,0,33.1,88.9,232.4,1014.1,94.6,11.4,242.6,20.9,8,21.9,21.4,20.6,20.6,34.4,117.2,168.8,435,0.344,0.391,0.422,0.435
NGOMA,Moyenne Globale,27.1,18,21.9,28.6,18,22,16.6,73.5,3.3,100,83.33,rain,0,0,34.6,46.4,109.1,1012.8,60.8,7.8,241.8,20.7,9,0.7,20.6,20.5,20.5,38.8,124.6,174,437,0.388,0.415,0.435,0.437
NGOMA,Moyenne Globale,30.1,17.6,23.2,32.6,17.6,24,18.9,78.4,2.9,100,33.33,rain,0,0,41.4,44.6,183.9,1012.5,70.1,8.4,249.2,21.4,10,20.8,20.6,20.5,20.5,38.5,123.9,173.6,437,0.385,0.413,0.434,0.437
NGOMA,Moyenne Globale,26.9,18.3,22,27,18.3,22,15.9,71.1,2.7,100,91.67,rain,0,0,42.1,7.6,80.2,1013.4,72.6,,267.9,23.2,10,21.1,20.8,20.5,20.5,37.8,123.2,173.2,437,0.378,0.411,0.433,0.437
NGOMA,Moyenne Globale,26.2,18.7,21.8,26.2,18.7,21.8,16,71.6,4.2,100,100,rain,0,0,29.2,7.2,193.6,1014,63.7,,229.6,19.8,8,20.8,20.7,20.5,20.5,37.1,122.4,172.5,437,0.371,0.408,0.431,0.437
NYAGATARE,NYAGATARE,29,17,22.5,28.8,17,22.6,17.1,74.5,0.1,100,4.17,rain,0,0,36.7,18.4,30.7,1018.5,42.5,9.5,288.9,24.7,10,21.2,20.6,20.3,20.3,38.8,119.6,159.5,405,0.388,0.399,0.399,0.405
NYAGATARE,NYAGATARE,30,14.2,22.7,30,14.2,22.7,15,65.4,0,0,0,,0,0,34.6,18.4,20.5,1016.9,54.3,9.8,285.1,24.6,10,21.2,20.8,20.3,20.3,37.6,118.1,158.4,405,0.376,0.394,0.396,0.405
NYAGATARE,NYAGATARE,31,17,23.5,30.1,17,23.3,14.3,59,0,0,0,,0,0,35.3,18.4,7,1019.2,45.2,9.8,305.7,26.5,10,21.1,20.8,20.3,20.3,36.4,116.6,157.8,405,0.364,0.389,0.394,0.405
NYAGATARE,NYAGATARE,28,17,22.9,28.6,17,23,15.5,64.4,0,0,0,,0,0,31.3,14.8,315.8,1019.5,45.8,9.8,293.8,25.4,10,20.9,20.7,20.3,20.3,35.6,115.7,157.2,404.4,0.356,0.386,0.393,0.404
NYAGATARE,Moyenne Globale,29,17,22.5,28.8,17,22.6,17.1,74.5,0.1,100,4.17,rain,0,0,36.7,18.4,30.7,1018.5,42.5,9.5,288.9,24.7,10,21.2,20.6,20.3,20.3,38.8,119.6,159.5,405,0.388,0.399,0.399,0.405
NYAGATARE,Moyenne Globale,30,14.2,22.7,30,14.2,22.7,15,65.4,0,0,0,,0,0,34.6,18.4,20.5,1016.9,54.3,9.8,285.1,24.6,10,21.2,20.8,20.3,20.3,37.6,118.1,158.4,405,0.376,0.394,0.396,0.405
Nyamasheke,Impara,21.9,14,17.2,21.9,14,17.2,13.9,82.6,3.4,100,45.83,rain,0,0,34.6,7.9,18.2,1013.7,84.5,,222.8,19.2,8,21.1,21,21.2,21.2,34.1,101.4,119.8,270,0.341,0.338,0.3,0.27
Nyamasheke,Impara,21.5,13.3,16.9,21.5,13.3,16.9,14.1,85.3,2.6,100,87.5,rain,0,0,29.5,10.8,309.6,1014.9,83.7,,268.3,23.2,10,21.7,21.2,21.2,21.2,33.4,100.9,119.8,271,0.334,0.336,0.299,0.271
Nyamasheke,Impara,21.5,12.5,16.6,21.5,12.5,16.6,14,86.2,4.5,100,100,rain,0,0,22,10.1,306.2,1015.8,67.6,,266.9,23.1,9,21.5,21.3,21.2,21.2,32.4,99.8,118.8,271,0.324,0.333,0.297,0.271
Nyamasheke,Impara,17.1,11.7,14.6,17.1,11.7,14.6,13.2,91.9,9.6,100,100,rain,0,0,28.4,22.3,252.6,1014.6,93.4,,143,12.6,5,21.4,21.3,21.2,21.2,32.9,99.8,119.4,271,0.329,0.333,0.299,0.271
Bugesera,Bugesera,29,16.6,22.5,28.8,16.6,22.5,17.1,74.5,0.1,100,4.17,rain,0,0,28.8,18.4,32.1,1018.5,42.4,9.5,293.6,25.4,10,21,21,20.9,20.9,41.3,130.5,180.9,448,0.413,0.435,0.452,0.448
Bugesera,Bugesera,30,14.9,22.8,30,14.9,22.8,15.2,65.9,0,0,0,,0,0,34.6,18.4,22.8,1016.8,55.3,9.8,285.1,24.7,10,21.1,20.9,20.9,20.9,40.7,129.3,179.6,447.5,0.407,0.431,0.449,0.447
Bugesera,Bugesera,31,17,23.5,30.1,17,23.3,14.3,59,0,0,0,,0,0,33.8,18.4,6.4,1019.2,40.5,9.8,301.4,26.1,10,21.4,21.1,20.9,20.9,39.8,127.7,178.2,447,0.398,0.426,0.446,0.447
Bugesera,Bugesera,28,17,22.9,28.6,17,23,15.5,64.4,0,0,0,,0,0,20.5,14.8,314.8,1019.5,43.5,9.8,270.6,23.4,10,21,20.9,20.9,20.9,39.1,126.4,177.6,447,0.391,0.421,0.444,0.447
Huye,Hautes Terres de Gikongoro,25.3,15.2,19.7,25.3,15.2,19.7,15.6,80,3.4,100,79.17,rain,0,0,34.9,13,6.2,1012.9,50.1,,293.6,25.4,10,20.3,20.3,20.2,20.2,38.9,124.5,171.8,403,0.389,0.415,0.43,0.403
Huye,Hautes Terres de Gikongoro,25.7,14.9,20,25.7,14.9,20,15.7,78.5,0.4,100,16.67,rain,0,0,39.6,13.3,31.6,1012.9,72.7,,285.1,24.7,10,20.6,20.3,20.2,20.2,38.6,124.1,171.6,403,0.386,0.414,0.429,0.403
Huye,Hautes Terres de Gikongoro,26.4,13.9,20.3,26.4,13.9,20.3,14.3,71.2,0.5,100,20.83,rain,0,0,36.7,14,6.3,1013.4,69.8,,301.4,26.1,10,20.9,20.5,20.2,20.2,38,123.4,171.2,403,0.38,0.411,0.428,0.403
Huye,Hautes Terres de Gikongoro,25.6,13.8,20.2,25.6,13.8,20.2,14.5,71.9,1,100,33.33,rain,0,0,28.4,13,315,1014,55.2,,270.6,23.4,10,20.5,20.4,20.2,20.2,37.4,122.5,170.8,403,0.374,0.408,0.427,0.403
Huye,Hautes Terres de Gikongoro,23.3,14.5,18.7,23.3,14.5,18.7,15.2,81,10,100,100,rain,0,0,28.1,14.4,279.7,1013.4,86,,183.7,15.9,7,20.8,20.5,20.2,20.2,36.8,121.4,169.8,403,0.368,0.405,0.425,0.403
Huye,Hautes Terres de Gikongoro,23.2,13.6,18,23.2,13.6,18,14.8,82.7,10.7,100,100,rain,0,0,25.6,10.1,330.7,1013.8,72.1,,185.4,16.1,8,20.8,20.6,20.2,20.2,36.6,120.6,169.6,403,0.366,0.402,0.424,0.403
Musanze,Kinigi,23.4,16.2,19.8,23.4,16.2,19.8,14.9,74.4,4.9,100,100,rain,0,0,36.7,10.1,346.2,1015.3,53.1,,281.3,24.3,9,16.2,16.3,16.5,16.5,37.8,116.8,159.6,413,0.378,0.389,0.399,0.413
Musanze,Kinigi,24.2,17.1,20.2,24.2,17.1,20.2,15.4,74.7,0.3,100,12.5,rain,0,0,38.5,12.6,35.3,1015.5,79.3,,261.5,22.5,9,16.4,16.3,16.5,16.5,38.1,116.2,158.5,413,0.381,0.387,0.396,0.413
Musanze,Kinigi,24.2,17,20.4,24.2,17,20.4,14.4,69.5,1.6,100,54.17,rain,0,0,36.7,13,339.8,1016.2,77.9,,293.7,25.3,10,16.3,16.4,16.5,16.5,37.5,115.5,156.5,412,0.375,0.385,0.391,0.412
Musanze,Kinigi,23.6,16.4,19.9,23.6,16.4,19.9,14.6,73.1,3.1,100,79.17,rain,0,0,27.7,13.7,319.6,1017.2,51,,293.1,25.3,10,15.8,16.1,16.5,16.5,36.3,113.9,157.6,412,0.363,0.38,0.394,0.412
Musanze,Terres de lava,29,17,22.6,28.8,17,22.6,17.1,73.9,0.2,100,4.17,rain,0,0,35.3,18.4,30.5,1018.6,44,9.5,281.3,24.3,9,17.7,17.6,17.5,17.5,43.1,134.9,184.3,460,0.431,0.45,0.461,0.46
Musanze,Terres de lava,30,17.1,23.2,30,17.1,23.2,15.1,63.2,0.1,100,4.17,rain,0,0,37.1,18.4,25,1017.2,56.5,9.8,261.5,22.5,9,17.8,17.7,17.5,17.5,42.6,133.4,183.6,460,0.426,0.445,0.459,0.46
Musanze,Terres de lava,31,17,23.5,30.1,17,23.3,14.3,59,0,0,0,,0,0,33.5,18.4,359.9,1019.2,49,9.8,293.7,25.3,10,17.9,17.8,17.5,17.5,42,132.2,182.7,460,0.42,0.441,0.457,0.46
Musanze,Kinigi,21.3,16.8,18.6,21.3,16.8,18.6,15.2,81.3,4.4,100,100,rain,0,0,24.8,13.3,301.9,1016.4,88.4,,154.5,13.4,6,15.9,16.1,16.5,16.5,36,112.6,156.2,412,0.36,0.375,0.391,0.412
Musanze,Kinigi,24.1,16.1,19,24.1,16.1,19,14.7,77,3,100,75,rain,0,0,28.1,14,314.9,1016.7,86.8,10.8,199.9,17.3,7,16.1,16.2,16.5,16.5,37,113,154.8,411,0.37,0.377,0.387,0.411
Musanze,Kinigi,25.1,16.4,19.6,25.1,16.4,19.6,14.5,73.4,0.3,100,12.5,rain,0,0,30.6,11.2,297.3,1017.1,54.6,11.3,251.4,21.8,9,16.7,16.5,16.5,16.5,37.7,114.6,154.1,411,0.377,0.382,0.385,0.411
Musanze,Kinigi,26.1,15.1,19.6,26.1,15.1,19.6,14.4,73.3,7,100,4.17,rain,0,0,28.1,7.6,310.6,1016.8,68.3,10.8,250.7,21.6,9,16.5,16.5,16.5,16.5,36.6,113.3,153.7,410.7,0.366,0.378,0.384,0.411
Musanze,Terres de lava,28,17,22.9,28.6,17,23,15.5,64.4,0,0,0,,0,0,26.3,14.8,311.8,1019.5,44.6,9.8,293.1,25.3,10,17.3,17.5,17.5,17.5,41.4,131.3,183.9,460,0.414,0.438,0.46,0.46
Musanze,Terres de lava,29.1,16.8,23.3,28.8,16.8,23.3,15.1,62.6,0.3,100,4.17,rain,0,0,42.5,13,352.2,1018.4,60.2,9.6,154.5,13.4,6,17.3,17.5,17.5,17.5,41,130.6,183.4,460,0.41,0.435,0.458,0.46
Musanze,Terres de lava,24,18.1,20.3,24,18.1,20.3,16.6,80.4,0.7,100,4.17,rain,0,0,23,100.1,342.1,1019,78.3,9.3,199.9,17.3,7,17.7,17.5,17.5,17.5,41.9,130.2,182.4,460,0.419,0.434,0.456,0.46
Musanze,Kinigi,25.1,16.6,19.8,25.1,16.6,19.8,14.7,73.7,0.1,100,4.17,rain,0,0,33.5,11.2,312.1,1017.4,55.9,12.4,249.9,21.6,9,16.2,16.3,16.5,16.5,35.8,111.7,152.8,410,0.358,0.372,0.382,0.41
Musanze,Kinigi,24.1,15.1,19.1,24.1,15.1,19.1,14.4,75.5,13,100,4.17,rain,0,0,28.4,11.9,311.4,1017.5,88.6,8,263.6,22.8,9,16.2,16.2,16.5,16.5,35.1,110.4,151.8,410,0.351,0.368,0.38,0.41
Musanze,Kinigi,22.6,16.2,18.3,22.6,16.2,18.3,14.9,81.3,5.7,100,87.5,rain,0,0,28.8,15.1,300.4,1017.5,92.8,8,157.7,13.5,5,15.9,16.1,16.5,16.5,34.5,109.3,151.1,409.3,0.345,0.364,0.378,0.409
Musanze,Kinigi,23.1,14.1,18.7,23.1,14.1,18.7,15,79.6,1,100,41.67,rain,0,0,19.1,10.1,346.2,1017.2,93.9,10,195,16.7,8,16.3,16.2,16.5,16.5,34.4,108.4,150.4,409,0.344,0.361,0.376,0.409
Musanze,Buberuka,29,17,22.6,28.8,17,22.6,17.1,73.9,0.2,100,4.17,rain,0,0,35.3,18.4,30.5,1018.6,44,9.5,281.3,24.3,9,17.7,17.6,17.5,17.5,43.1,134.9,184.3,460,0.431,0.45,0.461,0.46
Musanze,Buberuka,30,17.1,23.2,30,17.1,23.2,15.1,63.2,0.1,100,4.17,rain,0,0,37.1,18.4,25,1017.2,56.5,9.8,261.5,22.5,9,17.8,17.7,17.5,17.5,42.6,133.4,183.6,460,0.426,0.445,0.459,0.46
Musanze,Buberuka,31,17,23.5,30.1,17,23.3,14.3,59,0,0,0,,0,0,33.5,18.4,359.9,1019.2,49,9.8,293.7,25.3,10,17.9,17.8,17.5,17.5,42,132.2,182.7,460,0.42,0.441,0.457,0.46
Musanze,Buberuka,28,17,22.9,28.6,17,23,15.5,64.4,0,0,0,,0,0,26.3,14.8,311.8,1019.5,44.6,9.8,293.1,25.3,10,17.3,17.5,17.5,17.5,41.4,131.3,183.9,460,0.414,0.438,0.46,0.46
Musanze,Hautes Terres du Buberuka,31,16.5,23.2,30.1,16.5,23.1,14.3,60.1,0,0,0,,0,0,29.5,16.6,10.9,1018,57.8,10.1,229.6,20,8,17.8,17.7,17.6,17.6,37.5,124.1,177.1,458,0.375,0.414,0.443,0.458
Musanze,Hautes Terres du Buberuka,28,14.9,22,28.3,14.9,22,14.9,65.8,0,0,0,,0,0,31.7,13,311,1017.1,64.6,8.9,216.8,18.8,8,18.2,17.9,17.6,17.6,36.9,123.2,176.4,458,0.369,0.411,0.441,0.458
Musanze,Hautes Terres du Buberuka,31,14.3,24,29.8,14.3,23.7,14.1,58.1,0,0,0,,0,0,25.6,11.2,31.5,1017.2,48,9,250.7,21.6,9,18.3,17.9,17.6,17.6,36.2,122.1,175.4,458,0.362,0.407,0.438,0.458
Musanze,Buberuka,29.1,16.8,23.3,28.8,16.8,23.3,15.1,62.6,0.3,100,4.17,rain,0,0,42.5,13,352.2,1018.4,60.2,9.6,154.5,13.4,6,17.3,17.5,17.5,17.5,41,130.6,183.4,460,0.41,0.435,0.458,0.46
Musanze,Buberuka,24,18.1,20.3,24,18.1,20.3,16.6,80.4,0.7,100,4.17,rain,0,0,23,100.1,342.1,1019,78.3,9.3,199.9,17.3,7,17.7,17.5,17.5,17.5,41.9,130.2,182.4,460,0.419,0.434,0.456,0.46
Musanze,Buberuka,28,17.9,21.2,28.3,17.9,21.2,16.3,76,0,0,0,,0,0,28.1,13,228.6,1019.4,68.6,10,251.4,21.8,9,18.1,17.8,17.5,17.5,43.4,131.8,181.7,460,0.434,0.439,0.454,0.46
Musanze,Buberuka,26.1,15.1,21,26.1,15.1,21,15.2,72,7,100,4.17,rain,0,0,23.8,7.6,181.9,1019.1,50.8,10.1,250.7,21.6,9,18,17.8,17.5,17.5,42.2,131,181.2,459.5,0.422,0.437,0.453,0.46
Musanze,Hautes Terres du Buberuka,30,16.1,22.3,29.7,16.1,22.3,15.5,66.9,0,0,0,,0,0,27.4,22.3,230.3,1018.3,72.8,8.8,234.3,20.1,8,18.8,18.3,17.6,17.6,35.6,121.2,174.5,458,0.356,0.404,0.436,0.458
Musanze,Hautes Terres du Buberuka,28,17,22.2,28.3,17,22.2,17,74.6,1,100,4.17,rain,0,0,23.8,13,195.2,1018.9,57.8,7.8,253.8,21.9,9,19,18.4,17.6,17.6,35.1,120.3,173.5,457.4,0.351,0.401,0.434,0.457
Musanze,Hautes Terres du Buberuka,26,16,20.3,26,16,20.3,17.5,85.5,0,0,0,,0,0,25.6,22.3,109.3,1019.3,71.9,7.7,214.4,18.4,9,19,18.6,17.6,17.6,34.7,119.4,172.5,457,0.347,0.398,0.431,0.457
Musanze,Buberuka,29,17.9,22.5,28.8,17.9,22.5,15.2,65,0,0,0,,0,0,25.9,18.4,65.5,1019.3,61.9,10.2,249.9,21.6,9,17.6,17.7,17.5,17.5,41.2,129.9,180.4,459,0.412,0.433,0.451,0.459
Musanze,Buberuka,29,19,23,29.1,19,23.1,16.9,69.8,9.502,100,4.17,rain,0,0,24.1,14.8,83.6,1019.2,57.3,8.7,263.6,22.8,9,17.7,17.6,17.6,17.6,40.4,128.7,179.6,459,0.404,0.429,0.449,0.459
Musanze,Buberuka,25,17.2,20.5,25,17.2,20.5,17.7,85.4,0.9,100,12.5,rain,0,0,23,14.8,180.4,1019,85.7,8,157.7,13.5,5,17.6,17.6,17.6,17.6,39.7,127.9,179.8,459,0.397,0.426,0.45,0.459
Musanze,Buberuka,24,14.1,20.1,24,14.1,20.1,16.3,80.1,0.2,100,8.33,rain,0,0,21.2,9.7,108.8,1019,76.1,9.5,195,16.7,8,17.9,17.7,17.6,17.6,39.2,127,179.2,459,0.392,0.423,0.448,0.459
Huye,Kabanda,25.3,15.2,19.7,25.3,15.2,19.7,15.6,80,3.4,100,79.17,rain,0,0,34.9,13,6.2,1012.9,50.1,,293.6,25.4,10,20.3,20.3,20.2,20.2,38.9,124.5,171.8,403,0.389,0.415,0.43,0.403
Huye,DorGran PlatSud,25.3,15.2,19.7,25.3,15.2,19.7,15.6,80,3.4,100,79.17,rain,0,0,34.9,13,6.2,1012.9,50.1,,293.6,25.4,10,20.3,20.3,20.2,20.2,38.9,124.5,171.8,403,0.389,0.415,0.43,0.403
Huye,DorGran PlatSud,25.7,14.9,20,25.7,14.9,20,15.7,78.5,0.4,100,16.67,rain,0,0,39.6,13.3,31.6,1012.9,72.7,,285.1,24.7,10,20.6,20.3,20.2,20.2,38.6,124.1,171.6,403,0.386,0.414,0.429,0.403
Huye,DorGran PlatSud,26.4,13.9,20.3,26.4,13.9,20.3,14.3,71.2,0.5,100,20.83,rain,0,0,36.7,14,6.3,1013.4,69.8,,301.4,26.1,10,20.9,20.5,20.2,20.2,38,123.4,171.2,403,0.38,0.411,0.428,0.403
Buerera,Crête Congo-Nil,24.3,14.4,19.3,24.3,14.4,19.3,14.8,76.9,1.4,100,54.17,rain,0,0,30.2,6.5,17.7,1014.5,40.1,,243.8,21.1,8,20.8,20.6,20.2,20.2,37.2,120.6,171,403,0.372,0.402,0.428,0.403
Huye,Hautes Terres de Gikongoro,23.7,15,19.3,23.7,15,19.3,15,77.4,0.2,100,8.33,rain,0,0,25.9,10.8,79.5,1014.2,66,,214.6,18.5,7,20.6,20.5,20.2,20.2,36.8,120.1,170.9,403,0.368,0.4,0.427,0.403
Huye,Hautes Terres de Gikongoro,25,15,19.9,25,15,19.9,15.4,77,0.7,100,29.17,rain,0,0,27.4,8.6,62.9,1014.5,44.9,,256.2,22.1,9,20.6,20.5,20.2,20.2,36.5,119.3,170.2,403,0.365,0.398,0.426,0.403
Nyamasheke,Impara,24.6,14.3,19.6,24.6,14.3,19.6,15.7,80.2,2.3,100,70.83,rain,0,0,27.4,10.4,283.2,1014.3,78.2,,227.2,19.6,9,20.8,20.5,20.3,20.3,36.2,118.5,169.4,403,0.362,0.395,0.424,0.403
