District,Center,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,soiltemp01,soiltemp04,soiltemp10,soiltemp20,soilmoisture01,soilmoisture04,soilmoisture10,soilmoisturevol01,soilmoisturevol04,soilmoisturevol10,soilmoisturevol20,
Moyenne Globale,Moyenne Globale,31,17,23.5,31,17,23.6,16.1,65.6,0,0,0,,0,0,29.5,14.8,158.5,1016.3,49.4,10,261.4,22.5,10,22.9,22.4,21.7,21.7,34.7,109.4,145.5,352,0.347,0.365,0.364,0.352
Musanze,Musanze,30.2,17,22.9,30.5,17,23,17.6,74.8,0,0,0,,0,0,28.1,18.4,124.5,1017.1,55.8,10,230.4,20,8,17.7,17.6,17.5,17.5,43.1,134.9,184.3,460,0.431,0.45,0.461,0.46
Musanze,Musanze,28,17.9,21.2,28.3,17.9,21.2,16.3,76,0,0,0,,0,0,28.1,13,228.6,1019.4,68.6,10,251.4,21.8,9,17.8,17.7,17.5,17.5,42.6,133.4,183.6,460,0.426,0.445,0.459,0.46
Musanze,Musanze,26.1,15.1,21,26.1,15.1,21,15.2,72,7,100,4.17,rain,0,0,23.8,7.6,181.9,1019.1,50.8,10.1,250.7,21.6,9,17.9,17.8,17.5,17.5,42,132.2,182.7,460,0.42,0.441,0.457,0.46
Musanze,Musanze,29,17.9,22.5,28.8,17.9,22.5,15.2,65,0,0,0,,0,0,25.9,18.4,65.5,1019.3,61.9,10.2,249.9,21.6,9,17.3,17.5,17.5,17.5,41.4,131.3,183.9,460,0.414,0.438,0.46,0.46
Musanze,Musanze,29,19,23,29.1,19,23.1,16.9,69.8,9.502,100,4.17,rain,0,0,24.1,14.8,83.6,1019.2,57.3,8.7,263.6,22.8,9,17.3,17.5,17.5,17.5,41,130.6,183.4,460,0.41,0.435,0.458,0.46
Musanze,Musanze,25,17.2,20.5,25,17.2,20.5,17.7,85.4,0.9,100,12.5,rain,0,0,23,14.8,180.4,1019,85.7,8,157.7,13.5,5,17.7,17.5,17.5,17.5,41.9,130.2,182.4,460,0.419,0.434,0.456,0.46
Musanze,Musanze,24,14.1,20.1,24,14.1,20.1,16.3,80.1,0.2,100,8.33,rain,0,0,21.2,9.7,108.8,1019,76.1,9.5,195,16.7,8,18.1,17.8,17.5,17.5,43.4,131.8,181.7,460,0.434,0.439,0.454,0.46
Musanze,Musanze,29,18.2,22.6,28.8,18.2,22.6,16.4,71.5,0.2,100,4.17,rain,0,0,27.4,13,72.1,1018.5,56.2,8.7,267.8,23.1,9,18,17.8,17.5,17.5,42.2,131,181.2,459.5,0.422,0.437,0.453,0.46
BURERA,Gahunga,29,17,22.5,28.8,17,22.6,17.1,74.5,0.1,100,4.17,rain,0,0,35.3,18.4,30.7,1018.6,42.5,9.5,288.9,24.7,10,17.7,17.6,17.5,17.5,43.1,134.9,184.3,460,0.431,0.45,0.461,0.46
BURERA,Gahunga,30,14.2,22.7,30,14.2,22.7,15,65.4,0,0,0,,0,0,37.1,18.4,20.5,1017.2,54.3,9.8,285.1,24.6,10,17.8,17.7,17.5,17.5,42.6,133.4,183.6,460,0.426,0.445,0.459,0.46
BURERA,Gahunga,31,17,23.5,30.1,17,23.3,14.3,59,0,0,0,,0,0,33.5,18.4,7,1019.2,45.2,9.8,305.7,26.5,10,17.9,17.8,17.5,17.5,42,132.2,182.7,460,0.42,0.441,0.457,0.46
BURERA,Gahunga,28,17,22.9,28.6,17,23,15.5,64.4,0,0,0,,0,0,26.3,14.8,315.8,1019.5,45.8,9.8,293.8,25.4,10,17.3,17.5,17.5,17.5,41.4,131.3,183.9,460,0.414,0.438,0.46,0.46
BURERA,Gahunga,29.1,14.4,23.2,28.8,14.4,23.2,15,63,0,0,0,,0,0,42.5,13,347.9,1018.4,60.2,9.6,212.5,18.3,8,17.3,17.5,17.5,17.5,41,130.6,183.4,460,0.41,0.435,0.458,0.46
Burera,Gahunga,24,18.1,20.3,24,18.1,20.3,16.6,80.5,0.7,100,4.17,rain,0,0,23,100.1,341.7,1019,78.2,9.3,218.9,19,8,17.7,17.5,17.5,17.5,41.9,130.2,182.4,460,0.419,0.434,0.456,0.46
Burera,Gahunga,28,17.9,21.2,28.3,17.9,21.2,16.3,76,0,0,0,,0,0,28.1,13,224.5,1019.4,68.5,9.9,263.1,22.8,9,18.1,17.8,17.5,17.5,43.4,131.8,181.7,460,0.434,0.439,0.454,0.46
Burera,Gahunga,26.2,15.1,21,26.2,15.1,21,15.2,71.9,6.873,100,4.17,rain,0,0,23.8,7.6,174.6,1019.1,50.6,10,271,23.4,9,18,17.8,17.5,17.5,42.2,131,181.2,459.5,0.422,0.437,0.453,0.46
Burera,Gahunga,29,18,22.6,28.8,18,22.6,15.2,65,0,0,0,,0,0,25.9,18.4,68.1,1019.4,61.9,10.1,269.6,23.3,10,17.6,17.7,17.5,17.5,41.2,129.9,180.4,459,0.412,0.433,0.451,0.459
Burera,Gahunga,29,19,23,29.1,19,23.1,16.9,69.8,8.39,100,4.17,rain,0,0,24.1,14.8,82.5,1019.2,57.1,8.7,262.9,22.6,9,17.7,17.6,17.6,17.6,40.4,128.7,179.6,459,0.404,0.429,0.449,0.459
Burera,Burera,29,17,22.5,28.8,17,22.6,17.1,74.5,0.1,100,4.17,rain,0,0,37.8,18.4,30.7,1018.6,42.5,9.5,288.9,24.7,10,19,18.7,18.5,18.5,44.4,137.5,185.5,480.6,0.444,0.458,0.464,0.481
Burera,Burera,30,14.2,22.7,30,14.2,22.7,15,65.4,0,0,0,,0,0,38.9,18.4,20.5,1017.2,54.3,9.8,285.1,24.6,10,19,18.8,18.5,18.5,43.7,136.2,184.8,480,0.437,0.454,0.462,0.48
Burera,Burera,31,17,23.5,30.1,17,23.3,14.3,59,0,0,0,,0,0,35.3,18.4,7,1019.2,45.2,9.8,305.7,26.5,10,18.9,18.8,18.5,18.5,43,134.9,184.2,480,0.43,0.45,0.46,0.48
Burera,Burera,28,17,22.9,28.6,17,23,15.5,64.4,0,0,0,,0,0,28.1,14.8,315.8,1019.5,45.8,9.8,293.8,25.4,10,18.6,18.6,18.5,18.5,42.3,134.3,184.8,480,0.423,0.448,0.462,0.48
Burera,Burera,29.1,14.4,23.2,28.8,14.4,23.2,15,63,0,0,0,,0,0,42.5,13,347.9,1018.3,60.2,9.6,212.5,18.3,8,18.6,18.6,18.5,18.5,41.7,133.1,184,480,0.417,0.444,0.46,0.48
Burera,Burera,24.5,18.9,20.4,24.5,18.9,20.4,17,81.4,0.7,100,4.17,rain,0,0,23,100.1,336.4,1018.8,77.2,9,218.9,19,8,18.8,18.7,18.5,18.5,43.3,132.7,183,480,0.433,0.442,0.458,0.48
Burera,Burera,28,18,21.6,28.3,18,21.6,16.7,76.1,0,0,0,,0,0,30.6,13,159,1019.3,67,9.4,263.1,22.8,9,19.3,18.9,18.5,18.5,45.4,135.2,182.1,480,0.454,0.451,0.455,0.48
Burera,Burera,27.5,15.7,21.7,27.5,15.7,21.7,15.5,70.6,4.8,100,4.17,rain,0,0,23.8,8.4,100.1,1019,46.7,9.6,271,23.4,9,19.1,18.9,18.5,18.5,44.1,134.6,181.8,479.2,0.441,0.449,0.455,0.479
Burera,Burera,29,18,22.8,28.8,18,22.9,15.4,64.6,0,0,0,,0,0,27.7,18.4,78.5,1019.2,61.5,9.5,269.6,23.3,10,18.8,18.8,18.5,18.5,43.2,133.7,181.4,479,0.432,0.446,0.454,0.479
Burera,Burera,29,19,23.1,29.1,19,23.2,16.9,69.7,4.036,100,4.17,rain,0,0,20.9,14.8,78.7,1019.1,56.5,8.7,262.9,22.6,9,18.9,18.7,18.5,18.5,42.4,132.6,180.8,479,0.424,0.442,0.452,0.479
Burera,Burera,25,16.5,20.7,25,16.5,20.7,17.8,85.2,0.4,100,12.5,rain,0,0,19.8,11.2,157,1018.8,85.2,8,182,15.7,7,18.8,18.8,18.5,18.5,41.8,132.2,181.6,479,0.418,0.441,0.454,0.479
Burera,Burera,25,15.5,20.5,25,15.5,20.5,17.1,82.1,0.826,100,4.17,rain,0,0,22,9.7,140.6,1018.9,72.1,9,221.8,19.2,8,19.3,18.9,18.5,18.5,41.4,131.4,181.3,478.7,0.414,0.438,0.453,0.479
Hautes Terres du Buberuka,Hautes Terres du Buberuka,28,17.9,21.2,28.3,17.9,21.2,16.3,76,0,0,0,,0,0,28.1,13,228.6,1019.4,68.6,10,237.4,20.5,8,18.1,17.8,17.5,17.5,43.4,131.8,181.7,460,0.434,0.439,0.454,0.46
Hautes Terres du Buberuka,Hautes Terres du Buberuka,26.1,15.1,21,26.1,15.1,21,15.2,72,7,100,4.17,rain,0,0,23.8,7.6,181.9,1019.1,50.8,10.1,227.7,19.7,9,18,17.8,17.5,17.5,42.2,131,181.2,459.5,0.422,0.437,0.453,0.46
Hautes Terres du Buberuka,Hautes Terres du Buberuka,29,17.9,22.5,28.8,17.9,22.5,15.2,65,0,0,0,,0,0,25.9,18.4,65.5,1019.3,61.9,10.2,214.2,18.5,8,17.6,17.7,17.5,17.5,41.2,129.9,180.4,459,0.412,0.433,0.451,0.459
Hautes Terres du Buberuka,Hautes Terres du Buberuka,29,19,23,29.1,19,23.1,16.9,69.8,9.502,100,4.17,rain,0,0,24.1,14.8,83.6,1019.2,57.3,8.7,242.6,20.9,8,17.7,17.6,17.6,17.6,40.4,128.7,179.6,459,0.404,0.429,0.449,0.459
Hautes Terres du Buberuka,Hautes Terres du Buberuka,25,14.1,20.4,25,14.1,20.4,17.2,84,0,0,0,,0,0,23,11.2,167.4,1019,83.2,8,190.2,16.5,7,17.6,17.6,17.6,17.6,39.7,127.9,179.8,459,0.397,0.426,0.45,0.459
Hautes Terres du Buberuka,Hautes Terres du Buberuka,24,13,19.9,24,13,19.9,16.2,80.2,0,0,0,,0,0,21.2,7.6,164.8,1019,76,9.5,201.4,17.4,8,17.9,17.7,17.6,17.6,39.2,127,179.2,459,0.392,0.423,0.448,0.459
Hautes Terres du Buberuka,Hautes Terres du Buberuka,29,18.2,22.5,28.8,18.2,22.5,16.3,71.3,0.2,100,4.17,rain,0,0,27.4,13,68.4,1018.5,56.3,8.7,215.9,18.6,8,18.1,17.9,17.6,17.6,38.7,126.2,178.6,459,0.387,0.421,0.447,0.459
Hautes Terres du Buberuka,Hautes Terres du Buberuka,30,15.1,22.1,30,15.1,22.1,14.3,63.2,0,0,0,,0,0,33.1,13,31.1,1018.3,52.9,10.2,214.2,18.4,7,17.8,17.7,17.6,17.6,37.5,124.1,177.1,458,0.375,0.414,0.443,0.458
Hautes Terres du Buberuka,Hautes Terres du Buberuka,31,16.5,23.2,30.1,16.5,23.1,14.3,60.1,0,0,0,,0,0,29.5,16.6,10.9,1018,57.8,10.1,229.6,20,8,18.2,17.9,17.6,17.6,36.9,123.2,176.4,458,0.369,0.411,0.441,0.458
BURERA,Ruhunde,29,17,22.5,28.8,17,22.6,17.1,74.5,0.1,100,4.17,rain,0,0,37.8,18.4,30.7,1018.6,42.5,9.5,288.9,24.7,10,19,18.7,18.5,18.5,44.4,137.5,185.5,480.6,0.444,0.458,0.464,0.481
BURERA,Ruhunde,30,14.2,22.7,30,14.2,22.7,15,65.4,0,0,0,,0,0,38.9,18.4,20.5,1017.2,54.3,9.8,285.1,24.6,10,19,18.8,18.5,18.5,43.7,136.2,184.8,480,0.437,0.454,0.462,0.48
BURERA,Ruhunde,31,17,23.5,30.1,17,23.3,14.3,59,0,0,0,,0,0,35.3,18.4,7,1019.2,45.2,9.8,305.7,26.5,10,18.9,18.8,18.5,18.5,43,134.9,184.2,480,0.43,0.45,0.46,0.48
BURERA,Ruhunde,28,17,22.9,28.6,17,23,15.5,64.4,0,0,0,,0,0,28.1,14.8,315.8,1019.5,45.8,9.8,293.8,25.4,10,18.6,18.6,18.5,18.5,42.3,134.3,184.8,480,0.423,0.448,0.462,0.48
BURERA,Ruhunde,29.1,14.4,23.2,28.8,14.4,23.2,15,63,0,0,0,,0,0,42.5,13,347.9,1018.3,60.2,9.6,212.5,18.3,8,18.6,18.6,18.5,18.5,41.7,133.1,184,480,0.417,0.444,0.46,0.48
Burera,Gahunga,29,17,22.5,28.8,17,22.6,17.1,74.5,0.1,100,4.17,rain,0,0,35.3,18.4,30.7,1018.6,42.5,9.5,288.9,24.7,10,17.7,17.6,17.5,17.5,43.1,134.9,184.3,460,0.431,0.45,0.461,0.46
Burera,Gahunga,30,14.2,22.7,30,14.2,22.7,15,65.4,0,0,0,,0,0,37.1,18.4,20.5,1017.2,54.3,9.8,285.1,24.6,10,17.8,17.7,17.5,17.5,42.6,133.4,183.6,460,0.426,0.445,0.459,0.46
Burera,Gahunga,31,17,23.5,30.1,17,23.3,14.3,59,0,0,0,,0,0,33.5,18.4,7,1019.2,45.2,9.8,305.7,26.5,10,17.9,17.8,17.5,17.5,42,132.2,182.7,460,0.42,0.441,0.457,0.46
Burera,Gahunga,28,17,22.9,28.6,17,23,15.5,64.4,0,0,0,,0,0,26.3,14.8,315.8,1019.5,45.8,9.8,293.8,25.4,10,17.3,17.5,17.5,17.5,41.4,131.3,183.9,460,0.414,0.438,0.46,0.46
Burera,Gahunga,29.1,14.4,23.2,28.8,14.4,23.2,15,63,0,0,0,,0,0,42.5,13,347.9,1018.4,60.2,9.6,212.5,18.3,8,17.3,17.5,17.5,17.5,41,130.6,183.4,460,0.41,0.435,0.458,0.46
BURERA,Rusarabuye,29,17,22.5,28.8,17,22.6,17.1,74.5,0.1,100,4.17,rain,0,0,35.3,18.4,30.7,1018.6,42.5,9.5,288.9,24.7,10,17.7,17.6,17.5,17.5,43.1,134.9,184.3,460,0.431,0.45,0.461,0.46
Burera,Rusarabuye,30,14.2,22.7,30,14.2,22.7,15,65.4,0,0,0,,0,0,37.1,18.4,20.5,1017.2,54.3,9.8,285.1,24.6,10,17.8,17.7,17.5,17.5,42.6,133.4,183.6,460,0.426,0.445,0.459,0.46
Burera,Rusarabuye,31,17,23.5,30.1,17,23.3,14.3,59,0,0,0,,0,0,33.5,18.4,7,1019.2,45.2,9.8,305.7,26.5,10,17.9,17.8,17.5,17.5,42,132.2,182.7,460,0.42,0.441,0.457,0.46
Burera,Rusarabuye,28,17,22.9,28.6,17,23,15.5,64.4,0,0,0,,0,0,26.3,14.8,315.8,1019.5,45.8,9.8,293.8,25.4,10,17.3,17.5,17.5,17.5,41.4,131.3,183.9,460,0.414,0.438,0.46,0.46
Burera,Rusarabuye,29.1,14.4,23.2,28.8,14.4,23.2,15,63,0,0,0,,0,0,42.5,13,347.9,1018.4,60.2,9.6,212.5,18.3,8,17.3,17.5,17.5,17.5,41,130.6,183.4,460,0.41,0.435,0.458,0.46
NYAMAGABE,Nyamagabe,26,16.4,20.8,26,16.4,20.8,15.9,75.6,3.1,100,100,rain,0,0,32.8,9.7,7.9,1014,56.5,,251.6,21.8,9,18.3,18.5,18.6,18.6,43.7,131.7,175.2,378,0.437,0.439,0.438,0.378
NYAMAGABE,Nyamagabe,26.8,16.5,21.3,27.1,16.5,21.4,16.2,75.2,1.4,100,33.33,rain,0,0,33.1,12.2,49.1,1014.1,75.5,,265.1,23.1,10,18.9,18.6,18.6,18.6,43.4,131.4,175.1,379,0.434,0.438,0.438,0.379
NYAMAGABE,Nyamagabe,26.9,16,21.4,27,16,21.4,15.5,71.9,1.9,100,62.5,rain,0,0,32.4,11.2,357.4,1015,75.7,,281,24.4,10,19,18.8,18.6,18.6,43.1,130.4,174.8,380,0.431,0.435,0.437,0.38
NYAMAGABE,Nyamagabe,26.2,15.8,20.9,26.2,15.8,20.9,15.5,73.3,3.2,100,91.67,rain,0,0,30.6,9.4,319,1015.8,52.5,,265.8,23,10,18.5,18.6,18.6,18.6,42.7,129.9,174.6,380.9,0.427,0.433,0.437,0.381
NYAMAGABE,Nyamagabe,21.6,14.6,18.3,21.6,14.6,18.3,15.7,85.2,9.5,100,100,rain,0,0,29.9,16.6,261.9,1015,92.9,,135.7,11.8,4,18.5,18.6,18.6,18.6,42.4,128.8,173.9,381.8,0.424,0.429,0.435,0.382
NYAMAGABE,Nyamagabe,23.7,14,18.4,23.7,14,18.4,15.1,82,2.9,100,75,rain,0,0,29.9,14.8,313.8,1016.7,76.2,10.8,221,19,8,18.7,18.6,18.6,18.6,42,127.9,173.2,382.1,0.42,0.426,0.433,0.382
NYAMAGABE,Nyamagabe,25,16.3,20.5,25,16.3,20.5,15.2,73.2,1.5,100,54.17,rain,0,0,27.4,18.4,347.2,1015.6,53.9,13,219.3,19.1,7,18.6,18.6,18.6,18.6,41.9,127.7,172.6,383,0.419,0.426,0.432,0.383
NYAMAGABE,Nyamagabe,24.6,16.9,20.4,24.6,16.9,20.4,15.7,75.2,1.4,100,58.33,rain,0,0,28.1,9.4,73.8,1015.5,63.9,,205.5,17.7,7,18.3,18.5,18.6,18.6,41.7,127.7,172.6,383.2,0.417,0.426,0.432,0.383
Haute Terra Bufundu Bushira,Haute Terra Bufundu Bushira,25.3,15.2,19.7,25.3,15.2,19.7,15.6,80,3.4,100,79.17,rain,0,0,34.9,13,6.2,1012.9,50.1,,293.6,25.4,10,20.3,20.3,20.2,20.2,38.9,124.5,171.8,403,0.389,0.415,0.43,0.403
Haute Terra Bufundu Bushira,Haute Terra Bufundu Bushira,25.7,14.9,20,25.7,14.9,20,15.7,78.5,0.4,100,16.67,rain,0,0,39.6,13.3,31.6,1012.9,72.7,,285.1,24.7,10,20.6,20.3,20.2,20.2,38.6,124.1,171.6,403,0.386,0.414,0.429,0.403
Haute Terra Bufundu Bushira,Haute Terra Bufundu Bushira,26.4,13.9,20.3,26.4,13.9,20.3,14.3,71.2,0.5,100,20.83,rain,0,0,36.7,14,6.3,1013.4,69.8,,301.4,26.1,10,20.9,20.5,20.2,20.2,38,123.4,171.2,403,0.38,0.411,0.428,0.403
Haute Terra Bufundu Bushira,Haute Terra Bufundu Bushira,25.6,13.8,20.2,25.6,13.8,20.2,14.5,71.9,1,100,33.33,rain,0,0,28.4,13,315,1014,55.2,,270.6,23.4,10,20.5,20.4,20.2,20.2,37.4,122.5,170.8,403,0.374,0.408,0.427,0.403
Haute Terra Bufundu Bushira,Haute Terra Bufundu Bushira,23.3,14.5,18.7,23.3,14.5,18.7,15.2,81,10,100,100,rain,0,0,28.1,14.4,279.7,1013.4,86,,183.7,15.9,7,20.8,20.5,20.2,20.2,36.8,121.4,169.8,403,0.368,0.405,0.425,0.403
Haute Terra Bufundu Bushira,Haute Terra Bufundu Bushira,23.2,13.6,18,23.2,13.6,18,14.8,82.7,10.7,100,100,rain,0,0,25.6,10.1,330.7,1013.8,72.1,,185.4,16.1,8,20.8,20.6,20.2,20.2,36.6,120.6,169.6,403,0.366,0.402,0.424,0.403
Haute Terra Bufundu Bushira,Haute Terra Bufundu Bushira,24.3,14.4,19.3,24.3,14.4,19.3,14.8,76.9,1.4,100,54.17,rain,0,0,30.2,6.5,17.7,1014.5,40.1,,243.8,21.1,8,20.8,20.6,20.2,20.2,37.2,120.6,171,403,0.372,0.402,0.428,0.403
Haute Terra Bufundu Bushira,Haute Terra Bufundu Bushira,23.7,15,19.3,23.7,15,19.3,15,77.4,0.2,100,8.33,rain,0,0,25.9,10.8,79.5,1014.2,66,,214.6,18.5,7,20.6,20.5,20.2,20.2,36.8,120.1,170.9,403,0.368,0.4,0.427,0.403
Haute Terra Bufundu Bushira,Haute Terra Bufundu Bushira,25,15,19.9,25,15,19.9,15.4,77,0.7,100,29.17,rain,0,0,27.4,8.6,62.9,1014.5,44.9,,256.2,22.1,9,20.6,20.5,20.2,20.2,36.5,119.3,170.2,403,0.365,0.398,0.426,0.403
NYAMAGABE,Tare,26,16.4,20.8,26,16.4,20.8,15.9,75.6,3.1,100,100,rain,0,0,34.2,9.7,7.9,1014.6,56.5,,251.6,21.8,9,17.8,17.9,17.8,17.8,49,146.1,192.1,426,0.49,0.487,0.48,0.426
NYAMAGABE,Tare,26.8,16.5,21.3,27.1,16.5,21.4,16.2,75.2,1.4,100,33.33,rain,0,0,37.8,12.2,49.1,1014.4,75.5,,265.1,23.1,10,18.3,18,17.8,17.8,48.7,145.9,192.4,426.8,0.487,0.486,0.481,0.427
NYAMAGABE,Tare,26.9,16,21.4,27,16,21.4,15.5,71.9,1.9,100,62.5,rain,0,0,30.2,11.2,357.4,1015.1,75.7,,281,24.4,10,18.4,18.2,17.8,17.8,47.8,144.1,192,428,0.478,0.48,0.48,0.428
NYAMAGABE,Tare,26.2,15.8,20.9,26.2,15.8,20.9,15.5,73.3,3.2,100,91.67,rain,0,0,29.2,9.4,319,1016,52.5,,265.8,23,10,17.9,18,17.8,17.8,47.1,142.9,191.3,428,0.471,0.476,0.478,0.428
NYAMAGABE,Tare,21.6,14.6,18.3,21.6,14.6,18.3,15.7,85.2,9.5,100,100,rain,0,0,30.2,16.6,261.9,1015,92.9,,135.7,11.8,4,18,17.9,17.8,17.8,46.9,141.9,190.5,428.5,0.469,0.473,0.476,0.428
Nyamagabe,Tare,23.7,14,18.4,23.7,14,18.4,15.1,82,2.9,100,75,rain,0,0,29.2,14.8,313.8,1017,76.2,10.8,221,19,8,18,18,17.8,17.8,47.1,141.9,189.8,429,0.471,0.473,0.475,0.429
Nyamagabe,Tare,25,16.3,20.5,25,16.3,20.5,15.2,73.2,1.5,100,54.17,rain,0,0,29.2,18.4,347.2,1016,53.9,13,219.3,19.1,7,17.9,17.9,17.8,17.8,47.1,142.4,189.6,429,0.471,0.475,0.474,0.429
Nyamagabe,Tare,24.6,16.9,20.4,24.6,16.9,20.4,15.7,75.2,1.4,100,58.33,rain,0,0,26.3,9.4,73.8,1016,63.9,,205.5,17.7,7,17.7,17.9,17.8,17.8,46.7,141.7,189.8,429,0.467,0.472,0.475,0.429
Nyamagabe,Tare,25.8,16.7,20.7,25.8,16.7,20.7,16.1,76.3,14,100,8.33,rain,0,0,26.3,18.4,90.9,1016.2,61.8,10,229.4,19.7,8,17.9,17.8,17.8,17.8,46.3,140.6,189.4,429,0.463,0.469,0.473,0.429
Nyamagabe,Tare,24.4,16.2,20.1,24.4,16.2,20.1,16.4,81,3.2,100,79.17,rain,0,0,34.6,14.8,277.2,1016,88.4,15,213.2,18.4,7,17.9,17.9,17.8,17.8,46,139.7,188.8,429,0.46,0.466,0.472,0.429
Moyenne Globale,Moyenne Globale,26,18,21.2,26,18,21.2,18,83,0.2,100,4.17,rain,0,0,39.6,14.8,146.6,1018.6,55.5,9.5,267.2,23.3,9,22.8,22.5,21.8,21.8,33.9,108.7,146,352,0.339,0.362,0.365,0.352
Moyenne Globale,Moyenne Globale,29.1,16.1,22.6,29.1,16.1,22.6,16.5,72.1,0,0,0,,0,0,28.8,18.4,116.7,1016,60.2,9.5,271.3,23.4,10,21.9,22.2,21.8,21.8,36.4,108.9,146.8,352,0.364,0.363,0.367,0.352
Moyenne Globale,Moyenne Globale,31,15.9,23.4,31,15.9,23.4,15.8,65.6,0,0,0,,0,0,36,13,69.4,1015.7,51.3,10,237.7,20.5,9,22.4,22.1,21.8,21.8,37.8,109.7,146.9,352,0.378,0.366,0.367,0.352
Moyenne Globale,Moyenne Globale,33,16.1,24.8,32.3,16.1,24.6,15.8,62.3,0,0,0,,0,0,29.5,16.5,84,1016.1,45.7,9.9,128,11,5,22.5,22.3,21.8,21.8,36.9,109.4,146.8,352,0.369,0.365,0.367,0.352
Moyenne Globale,Moyenne Globale,30,18,21.4,30.4,18,21.4,17,77.4,0,0,0,,0,0,26.3,22.3,193.2,1015.5,63.9,9.7,95.7,8.4,3,22.5,22.3,21.8,21.8,36.2,108.5,146.2,352,0.362,0.362,0.365,0.352
Moyenne Globale,Moyenne Globale,32,16,23,31.3,16,22.9,16.1,70.3,0,0,0,,0,0,32,16.6,99.8,1015,43.7,9.8,265.1,22.9,9,22.5,22.3,21.8,21.8,35.1,108,145.9,352,0.351,0.36,0.365,0.352
Moyenne Globale,Moyenne Globale,26,15.2,21.7,26,15.2,21.7,17,75.7,0,0,0,,0,0,36.4,18.4,167,1018.4,49.9,10,247.1,21.4,9,22,22.2,21.8,21.8,34.3,107.4,145.6,352,0.343,0.358,0.364,0.352
Moyenne Globale,Moyenne Globale,29,17,22.3,29.5,17,22.4,17.4,76.6,0.2,100,4.17,rain,0,0,24.5,14.8,217.2,1019.3,50.4,9.9,221.4,19.1,9,22.1,22.1,21.8,21.8,34.2,107,145.8,352,0.342,0.357,0.365,0.352
Moyenne Globale,Moyenne Globale,86,62.6,73.3,86.7,62.6,73.6,62.9,73.1,0.008,100,4.17,rain,0,0,13.9,103.6,140.3,1017.7,50.3,6.1,235.2,20.3,10,22.3,22.1,21.8,21.8,34.3,107.3,147.9,352,0.343,0.358,0.37,0.352
